Date,Party Name,Qty,Rate,Amount,Product,Cost,Profit
2024-08-12,Sri Traders,24.0,6388.68,153328.32,Orid Polish,6054,8032.32
2025-01-31,Sri Traders,0.63,7757.61,4887.29,Toor Dust,7524,147.17
2024-06-06,Balaji & Co,20.74,5383.52,111654.2,Orid Dhall,5143,4988.38
2024-05-26,Sri Traders,2.22,3110.21,6904.67,Moong Dust,3002,240.23
2024-05-23,Amman Agencies,20.56,4542.26,93388.87,Moong Dhall,4286,5268.71
2024-06-10,Vasanth Stores,7.48,4240.34,31717.74,Moong Dust,4196.85,325.3
2024-12-23,Ganesh Suppliers,4.78,5298.18,25325.3,Orid Dust,5027,1296.24
2024-07-23,Ganesh Suppliers,3.94,3241.91,12773.13,Moong Dust,3240.3,6.35
2024-04-01,Sri Traders,14.11,4136.62,58367.71,Moong Dhall,3967,2393.34
2024-06-10,Vasanth Stores,3.16,9179.22,29006.34,Toor Dhall,8699,1517.5
2024-04-28,Ganesh Suppliers,3.72,4284.68,15939.01,Moong Dhall,4059,839.53
2024-06-27,Balaji & Co,2.71,7602.92,20603.91,Toor Dhall,7271,899.5
2025-01-25,Balaji & Co,12.83,4080.15,52348.32,Moong Dhall,3897,2349.81
2024-06-08,Balaji & Co,7.13,3808.36,27153.61,Moong Dust,3666,1015.03
2024-09-21,Balaji & Co,7.17,3761.44,26969.52,Moong Dhall,3616,1042.8
2025-02-20,Vasanth Stores,6.54,6417.87,41972.87,Toor Dust,6061,2333.93
2024-04-15,Sri Traders,6.76,7130.79,48204.14,Orid Polish,6737,2662.02
2024-11-09,Balaji & Co,1.67,5123.94,8556.98,Orid Dust,4846,464.16
2024-11-30,Balaji & Co,14.08,6598.41,92905.61,Orid Dhall,6341,3624.33
2024-05-22,Balaji & Co,13.18,4689.0,61801.02,Moong Dhall,4418,3571.78
2024-11-04,Sri Traders,1.64,6724.74,11028.57,Orid Polish,6443,462.05
2024-05-02,Vasanth Stores,17.06,6096.33,104003.39,Orid Dhall,5783,5345.41
2024-09-14,Vasanth Stores,5.72,7324.64,41896.94,Orid Polish,6906,2394.62
2024-04-04,Sri Traders,7.93,7229.96,57333.58,Toor Dust,6850,3013.08
2024-11-06,Sri Traders,21.3,3677.52,78331.18,Moong Dhall,3541,2907.88
2024-09-30,Amman Agencies,5.17,5345.41,27635.77,Orid Dust,5094,1299.79
2024-04-27,Vasanth Stores,13.54,4288.21,58062.36,Moong Dhall,4020,3631.56
2025-01-12,Balaji & Co,4.27,5943.63,25379.3,Orid Dust,5618,1390.44
2024-08-03,Vasanth Stores,6.47,5785.76,37433.87,Orid Dhall,5460,2107.67
2024-06-24,Balaji & Co,3.22,6576.66,21176.85,Orid Polish,6224,1135.57
2025-02-22,Amman Agencies,2.97,4319.51,12828.94,Moong Dhall,4042,824.2
2024-11-28,Balaji & Co,13.26,9160.58,121469.29,Toor Dhall,8587,7605.67
2024-05-08,Balaji & Co,8.53,8420.86,71829.94,Toor Dhall,7878,4630.6
2024-08-05,Balaji & Co,9.49,7037.93,66789.96,Orid Polish,6718,3036.14
2024-08-13,Balaji & Co,20.94,7923.29,165913.69,Toor Dhall,7460,9701.29
2025-01-02,Balaji & Co,23.03,6620.63,152473.11,Orid Polish,6275,7959.86
2024-05-28,Amman Agencies,14.92,3753.53,56002.67,Moong Dhall,3533,3290.31
2024-04-14,Sri Traders,13.75,6408.98,88123.47,Orid Dhall,6140,3698.47
2024-09-16,Amman Agencies,2.37,3279.98,7773.55,Moong Dust,3271.8,19.38
2024-10-26,Balaji & Co,21.55,5727.53,123428.27,Orid Dhall,5354,8049.57
2025-01-05,Ganesh Suppliers,0.14,5098.78,713.83,Orid Dust,4883,30.21
2024-07-14,Vasanth Stores,24.61,7219.51,177672.14,Orid Polish,6966,6238.88
2024-07-15,Balaji & Co,4.26,6419.77,27348.22,Toor Dust,6212,885.1
2024-08-12,Sri Traders,0.94,8606.63,8090.23,Toor Dust,8080,495.03
2024-06-29,Vasanth Stores,2.23,4004.11,8929.17,Moong Dust,3831,386.04
2025-01-26,Vasanth Stores,7.84,8355.04,65503.51,Toor Dust,8012,2689.43
2024-07-19,Vasanth Stores,2.64,5559.54,14677.19,Orid Dust,5363,518.87
2024-11-15,Amman Agencies,20.4,7892.94,161015.98,Toor Dhall,7485,8321.98
2024-12-22,Balaji & Co,4.72,5704.28,26924.2,Orid Polish,5514,898.12
2024-07-31,Sri Traders,1.33,4243.36,5643.67,Moong Dhall,4015,303.72
2024-10-21,Balaji & Co,20.09,6419.13,128960.32,Orid Polish,6105,6310.87
2024-09-15,Amman Agencies,6.31,8487.43,53555.68,Toor Dust,8221,1681.17
2024-10-25,Amman Agencies,17.68,4302.27,76064.13,Moong Dhall,4108,3434.69
2024-04-14,Sri Traders,1.38,5286.65,7295.58,Orid Dhall,5084,279.66
2024-09-08,Amman Agencies,6.37,3778.31,24067.83,Moong Dust,3655,785.48
2024-07-13,Ganesh Suppliers,11.92,7634.1,90998.47,Toor Dhall,7780.5,-1745.09
2024-06-05,Sri Traders,1.74,8225.27,14311.97,Toor Dhall,7749,828.71
2024-05-27,Ganesh Suppliers,2.38,5397.88,12846.95,Orid Dust,5131,635.17
2024-09-16,Sri Traders,5.35,3767.34,20155.27,Moong Dust,3525,1296.52
2024-07-02,Balaji & Co,24.68,3904.75,96369.23,Moong Dhall,3699,5077.91
2024-09-17,Vasanth Stores,21.46,6667.48,143084.12,Orid Polish,6289,8122.18
2024-08-24,Balaji & Co,1.8,7339.72,13211.5,Toor Dust,6894,802.3
2024-11-17,Amman Agencies,2.29,7130.27,16328.32,Orid Polish,6767,831.89
2024-09-02,Balaji & Co,18.57,6919.37,128492.7,Orid Dhall,6499,7806.27
2024-06-24,Sri Traders,5.04,6529.28,32907.57,Toor Dust,6169,1815.81
2024-11-13,Amman Agencies,17.89,9365.77,167553.63,Toor Dhall,8810,9942.73
2024-07-30,Vasanth Stores,2.48,6005.38,14893.34,Orid Polish,5769,586.22
2024-04-26,Balaji & Co,14.91,3735.7,55699.29,Moong Dhall,3518,3245.91
2024-11-20,Balaji & Co,1.21,5480.36,6631.24,Orid Polish,5218,317.46
2024-09-01,Vasanth Stores,0.45,3565.34,1604.4,Moong Dust,3460,47.4
2024-10-29,Vasanth Stores,4.9,8343.63,40883.79,Toor Dust,7868,2330.59
2024-08-22,Vasanth Stores,17.01,6388.8,108673.49,Orid Polish,6040,5933.09
2024-11-15,Balaji & Co,0.89,3443.54,3064.75,Moong Dust,3334,97.49
2024-04-06,Amman Agencies,14.54,6652.32,96724.73,Orid Polish,6430,3232.53
2024-08-14,Vasanth Stores,19.31,8650.72,167045.4,Toor Dhall,8189,8915.81
2025-02-21,Amman Agencies,23.83,8038.67,191561.51,Toor Dhall,7649,9285.84
2024-11-20,Amman Agencies,5.0,5765.6,28828.0,Orid Dust,5410,1778.0
2025-01-24,Sri Traders,7.77,9041.3,70250.9,Toor Dust,8485,4322.45
2024-09-25,Vasanth Stores,6.27,3498.78,21937.35,Moong Dust,3330,1058.25
2024-07-24,Ganesh Suppliers,13.76,9412.84,129520.68,Toor Dhall,8844,7827.24
2024-06-06,Amman Agencies,0.73,3601.58,2629.15,Moong Dust,3432,123.79
2025-01-09,Vasanth Stores,5.86,4322.16,25327.86,Moong Dhall,4181,827.2
2024-10-23,Sri Traders,12.13,6926.69,84020.75,Orid Polish,6496,5224.27
2024-06-23,Amman Agencies,19.77,9126.3,180426.95,Toor Dhall,8736,7716.23
2024-06-04,Sri Traders,2.44,3765.3,9187.33,Moong Dhall,3624,344.77
2024-09-06,Balaji & Co,18.79,5644.32,106056.77,Orid Polish,5281,6826.78
2024-10-30,Balaji & Co,21.15,5467.64,115640.59,Orid Polish,5249,4624.24
2024-05-29,Balaji & Co,5.36,7436.73,39860.87,Toor Dhall,7097,1820.95
2024-10-20,Sri Traders,15.42,5178.73,79856.02,Orid Dhall,5007,2648.08
2024-12-03,Amman Agencies,11.95,6843.73,81782.57,Orid Polish,6463,4549.72
2024-10-25,Sri Traders,6.87,8005.61,54998.54,Toor Dust,7548,3143.78
2024-05-15,Ganesh Suppliers,10.7,7147.22,76475.25,Orid Polish,7191.45,-473.26
2024-10-06,Vasanth Stores,7.3,4686.65,34212.54,Moong Dhall,4440,1800.54
2024-11-05,Balaji & Co,2.32,6402.79,14854.47,Toor Dust,6173,533.11
2025-01-26,Balaji & Co,0.51,6211.19,3167.71,Orid Dust,5928,144.43
2024-04-16,Sri Traders,6.39,6252.31,39952.26,Orid Dust,5930,2059.56
2024-08-29,Sri Traders,1.83,6491.24,11878.97,Orid Polish,6209,516.5
2024-07-04,Balaji & Co,22.01,5774.57,127098.29,Orid Polish,5439,7385.9
2024-07-09,Sri Traders,1.34,6929.37,9285.36,Toor Dust,6611,426.62
2024-09-14,Sri Traders,4.77,6803.27,32451.6,Toor Dust,6380,2019.0
2024-10-02,Ganesh Suppliers,23.09,5357.23,123698.44,Orid Dhall,5110,5708.54
2024-06-28,Amman Agencies,3.11,4032.7,12541.7,Moong Dhall,3826,642.84
2025-01-23,Balaji & Co,2.54,7251.44,18418.66,Toor Dust,6982,684.38
2024-09-27,Sri Traders,6.65,3373.06,22430.85,Moong Dust,3237,904.8
2024-08-16,Vasanth Stores,12.75,6563.75,83687.81,Orid Polish,6348,2750.81
2024-10-03,Balaji & Co,0.3,5861.77,1758.53,Orid Dust,5520,102.53
2024-04-15,Sri Traders,0.74,5417.88,4009.23,Orid Dhall,5067,259.65
2024-07-12,Vasanth Stores,2.48,3730.66,9252.04,Moong Dust,3567,405.88
2024-04-24,Vasanth Stores,11.0,7980.15,87781.65,Toor Dhall,7632,3829.65
2024-11-15,Amman Agencies,16.69,9333.67,155778.95,Toor Dhall,8748,9774.83
2024-04-12,Balaji & Co,4.69,6102.77,28621.99,Orid Polish,5724,1776.43
2024-10-02,Sri Traders,2.22,8751.8,19429.0,Toor Dust,8338,918.64
2024-12-21,Ganesh Suppliers,3.7,3454.11,12780.21,Moong Dust,3315,514.71
2024-09-17,Sri Traders,4.42,6596.68,29157.33,Orid Dhall,6186,1815.21
2025-01-25,Balaji & Co,6.0,8633.72,51802.32,Toor Dust,8172,2770.32
2024-09-28,Balaji & Co,10.49,4575.17,47993.53,Moong Dhall,4394,1900.47
2024-04-12,Balaji & Co,16.55,8808.97,145788.45,Toor Dhall,8534,4550.75
2024-10-04,Sri Traders,1.68,8032.68,13494.9,Toor Dust,7657,631.14
2024-06-18,Ganesh Suppliers,2.64,5983.46,15796.33,Orid Polish,5888.4,250.95
2024-10-26,Ganesh Suppliers,7.07,9009.76,63699.0,Toor Dhall,8434,4070.62
2024-05-28,Balaji & Co,4.88,6407.68,31269.48,Orid Dust,6092,1540.52
2024-12-16,Amman Agencies,6.29,5994.51,37705.47,Orid Dust,5746,1563.13
2024-10-05,Sri Traders,20.35,7895.49,160673.22,Toor Dhall,7572,6583.02
2024-06-12,Vasanth Stores,16.79,9193.41,154357.35,Toor Dhall,8735,7696.7
2024-04-17,Vasanth Stores,21.51,9413.17,202477.29,Toor Dhall,8997,8951.82
2024-06-22,Sri Traders,3.7,6525.94,24145.98,Toor Dust,6219,1135.68
2024-08-26,Ganesh Suppliers,3.15,7248.79,22833.69,Orid Polish,6859,1227.84
2024-06-01,Balaji & Co,2.31,7524.3,17381.13,Toor Dust,7209,728.34
2024-05-31,Ganesh Suppliers,2.16,9051.08,19550.33,Toor Dhall,8977.5,158.93
2025-01-23,Balaji & Co,7.69,5196.49,39961.01,Orid Dust,5024,1326.45
2024-08-31,Vasanth Stores,21.74,6332.53,137669.2,Orid Dhall,5964,8011.84
2024-06-07,Balaji & Co,9.28,6730.05,62454.86,Orid Dhall,6301,3981.58
2024-06-23,Sri Traders,0.56,6533.84,3658.95,Orid Polish,6328,115.27
2024-07-09,Sri Traders,4.26,6136.78,26142.68,Orid Dust,5924,906.44
2024-10-25,Vasanth Stores,14.65,5372.69,78709.91,Orid Dhall,5182,2793.61
2024-10-09,Amman Agencies,4.87,6996.33,34072.13,Toor Dust,6572,2066.49
2024-10-07,Amman Agencies,5.32,6687.87,35579.47,Toor Dust,6441,1313.35
2024-06-23,Sri Traders,3.96,7927.4,31392.5,Toor Dust,7630,1177.7
2024-09-22,Amman Agencies,15.66,5838.58,91432.16,Orid Polish,5581,4033.7
2024-06-24,Ganesh Suppliers,8.37,7190.19,60181.89,Orid Polish,6739,3776.46
2025-01-08,Ganesh Suppliers,24.64,3941.13,97109.44,Moong Dhall,3740,4955.84
2024-11-08,Amman Agencies,2.33,4018.66,9363.48,Moong Dhall,3767,586.37
2024-07-15,Ganesh Suppliers,16.04,4109.97,65923.92,Moong Dhall,3887,3576.44
2025-01-15,Balaji & Co,7.86,3502.01,27525.8,Moong Dust,3296,1619.24
2024-11-02,Sri Traders,8.79,8459.91,74362.61,Toor Dhall,7990,4130.51
2025-01-30,Amman Agencies,5.96,3832.1,22839.32,Moong Dust,3651,1079.36
2024-07-12,Vasanth Stores,5.46,6027.12,32908.08,Orid Dust,5671,1944.42
2024-08-30,Ganesh Suppliers,4.82,3928.02,18933.06,Moong Dust,3800,617.06
2024-10-28,Balaji & Co,20.14,4201.86,84625.46,Moong Dhall,3984,4387.7
2024-11-02,Sri Traders,0.41,7740.47,3173.59,Toor Dust,7412,134.67
2024-07-15,Amman Agencies,3.97,9166.61,36391.44,Toor Dhall,8785,1514.99
2024-09-30,Sri Traders,17.51,9260.78,162156.26,Toor Dhall,8730,9293.96
2024-06-22,Amman Agencies,3.2,3761.41,12036.51,Moong Dust,3608,490.91
2024-05-24,Sri Traders,8.75,6685.3,58496.38,Orid Dhall,6330,3108.88
2024-05-17,Sri Traders,7.13,6716.89,47891.43,Orid Dhall,6465,1795.98
2024-05-07,Vasanth Stores,3.05,7944.76,24231.52,Toor Dhall,7639,932.57
2024-10-01,Balaji & Co,8.37,6261.43,52408.17,Orid Dhall,6071,1593.9
2024-07-03,Amman Agencies,7.71,6977.5,53796.53,Orid Polish,6532,3434.81
2024-07-20,Amman Agencies,7.51,6025.09,45248.43,Orid Dhall,5720,2291.23
2024-09-22,Balaji & Co,6.64,5803.31,38533.98,Orid Dust,5516,1907.74
2024-08-26,Balaji & Co,13.6,6004.93,81667.05,Orid Dhall,5827,2419.85
2024-07-08,Balaji & Co,7.35,5932.63,43604.83,Orid Dhall,5655,2040.58
2024-04-19,Amman Agencies,3.04,6974.89,21203.67,Toor Dust,6566,1243.03
2024-05-17,Ganesh Suppliers,1.46,6617.84,9662.05,Toor Dust,6302,461.13
2024-04-13,Amman Agencies,9.78,5278.45,51623.24,Orid Dhall,5030,2429.84
2025-01-09,Balaji & Co,10.57,3708.79,39201.91,Moong Dhall,3588,1276.75
2024-08-16,Sri Traders,4.9,3471.59,17010.79,Moong Dust,3313,777.09
2024-10-19,Amman Agencies,0.67,6566.49,4399.55,Orid Dhall,6172,264.31
2024-10-18,Balaji & Co,2.12,5106.98,10826.8,Orid Dust,4903,432.44
2024-04-11,Ganesh Suppliers,12.13,4034.46,48938.0,Moong Dhall,3864,2067.68
2024-07-01,Sri Traders,3.6,6228.54,22422.74,Orid Dhall,5861,1323.14
2024-05-24,Ganesh Suppliers,1.29,6924.04,8932.01,Toor Dust,6577,447.68
2024-10-22,Balaji & Co,0.83,9372.54,7779.21,Toor Dhall,8807,469.4
2024-07-08,Balaji & Co,3.78,6430.03,24305.51,Orid Dhall,6110,1209.71
2025-01-19,Amman Agencies,7.24,3862.84,27966.96,Moong Dhall,3743,867.64
2024-10-12,Vasanth Stores,14.62,6484.61,94805.0,Orid Dhall,6203,4117.14
2024-07-15,Sri Traders,2.08,6444.43,13404.41,Toor Dust,6154,604.09
2024-11-16,Sri Traders,6.57,5677.91,37303.87,Orid Dust,5412,1747.03
2024-05-25,Sri Traders,23.61,9566.88,225874.04,Toor Dhall,8993,13549.31
2024-04-28,Vasanth Stores,12.38,4224.52,52299.56,Moong Dhall,4046,2210.08
2024-08-11,Ganesh Suppliers,7.15,6443.43,46070.52,Orid Dust,6109,2391.17
2024-09-30,Sri Traders,22.27,5868.86,130699.51,Orid Dhall,5672,4384.07
2024-05-26,Amman Agencies,12.21,9201.85,112354.59,Toor Dhall,8848,4320.51
2024-11-22,Balaji & Co,0.68,3519.05,2392.95,Moong Dust,3381,93.87
2024-06-21,Sri Traders,16.29,4593.38,74826.16,Moong Dhall,4441,2482.27
2024-04-01,Sri Traders,14.12,6434.74,90858.53,Orid Dhall,6431.25,49.28
2024-08-17,Vasanth Stores,4.95,4687.5,23203.12,Moong Dhall,4404,1403.32
2024-08-27,Balaji & Co,18.7,8148.76,152381.81,Toor Dhall,7876,5100.61
2024-04-23,Amman Agencies,13.13,4125.78,54171.49,Moong Dhall,3889,3108.92
2024-07-07,Vasanth Stores,19.32,6528.8,126136.42,Orid Polish,6559.35,-590.22
2024-09-19,Ganesh Suppliers,15.32,7888.85,120857.18,Toor Dhall,7553,5145.22
2024-11-02,Sri Traders,4.07,3972.51,16168.12,Moong Dust,3803,689.91
2024-11-27,Amman Agencies,0.67,5506.52,3689.37,Orid Dhall,5187,214.08
2024-12-23,Amman Agencies,19.98,8583.72,171502.73,Toor Dhall,8045,10763.63
2024-08-08,Balaji & Co,5.87,6898.91,40496.6,Toor Dust,6976.2,-453.69
2024-07-13,Sri Traders,12.8,3863.04,49446.91,Moong Dhall,3743,1536.51
2024-11-30,Balaji & Co,24.08,3681.93,88660.87,Moong Dhall,3511,4115.99
2024-08-24,Ganesh Suppliers,3.23,3951.81,12764.35,Moong Dust,4026.75,-242.05
2024-11-22,Amman Agencies,1.01,3519.67,3554.87,Moong Dust,3379,142.08
2024-07-14,Balaji & Co,15.5,9155.45,141909.48,Toor Dhall,8582,8888.48
2024-05-13,Amman Agencies,3.24,6290.37,20380.8,Orid Dust,6026,856.56
2024-12-20,Balaji & Co,6.73,5294.65,35632.99,Orid Dust,5052,1633.03
2024-10-24,Ganesh Suppliers,2.17,8379.23,18182.93,Toor Dhall,8021,777.36
2024-07-28,Amman Agencies,10.22,8315.43,84983.69,Toor Dhall,7961,3622.27
2024-09-02,Ganesh Suppliers,2.08,4083.62,8493.93,Moong Dust,3930,319.53
2024-08-14,Ganesh Suppliers,22.5,8809.34,198210.15,Toor Dhall,8360,10110.15
2024-08-09,Balaji & Co,1.07,9413.69,10072.65,Toor Dhall,8867,584.96
2024-09-03,Amman Agencies,16.49,5959.04,98264.57,Orid Dhall,5656,4997.13
2024-07-04,Balaji & Co,3.7,5697.91,21082.27,Orid Dust,5387,1150.37
2024-10-04,Ganesh Suppliers,0.31,3352.42,1039.25,Moong Dust,3243,33.92
2024-08-25,Balaji & Co,5.08,3491.07,17734.64,Moong Dust,3290,1021.44
2024-09-27,Amman Agencies,5.71,4466.24,25502.23,Moong Dhall,4261,1171.92
2024-07-24,Sri Traders,21.75,6328.67,137648.57,Orid Polish,6101,4951.82
2024-11-08,Balaji & Co,0.99,6663.82,6597.18,Orid Dhall,6366,294.84
2024-04-28,Sri Traders,16.74,6242.35,104496.94,Orid Dhall,5981,4375.0
2024-07-18,Balaji & Co,11.21,4017.19,45032.7,Moong Dhall,3804,2389.86
2024-04-17,Ganesh Suppliers,15.3,7595.39,116209.47,Toor Dhall,7209,5911.77
2024-10-03,Vasanth Stores,3.31,9038.55,29917.6,Toor Dhall,8467,1891.83
2024-09-19,Vasanth Stores,4.84,4046.26,19583.9,Moong Dust,3916,630.46
2024-09-16,Sri Traders,16.12,6820.07,109939.53,Orid Polish,6446,6030.01
2024-11-15,Sri Traders,1.92,5442.7,10449.98,Orid Dust,5234,400.7
2024-05-11,Amman Agencies,8.04,6373.01,51239.0,Orid Polish,5994,3047.24
2024-09-30,Ganesh Suppliers,0.18,7450.07,1341.01,Toor Dust,7060,70.21
2024-11-06,Amman Agencies,19.69,3720.64,73259.4,Moong Dhall,3528,3793.08
2024-10-15,Vasanth Stores,0.36,6871.96,2473.91,Toor Dust,6606,95.75
2025-02-10,Sri Traders,8.95,7023.76,62862.65,Orid Polish,6712,2790.25
2024-11-13,Balaji & Co,19.58,6465.87,126601.73,Orid Polish,6148,6223.89
2024-04-12,Ganesh Suppliers,2.77,3186.85,8827.57,Moong Dust,3081,293.2
2024-07-19,Vasanth Stores,1.46,6672.22,9741.44,Orid Dhall,6247,620.82
2024-06-05,Vasanth Stores,11.49,4078.29,46859.55,Moong Dhall,3947,1508.52
2024-07-17,Vasanth Stores,3.02,3493.16,10549.34,Moong Dust,3266,686.02
2025-03-19,Vasanth Stores,4.07,6415.08,26109.38,Toor Dust,6485.85,-288.03
2024-04-10,Sri Traders,11.52,4464.49,51430.92,Moong Dhall,4313,1745.16
2024-09-13,Sri Traders,7.45,3688.76,27481.26,Moong Dust,3514,1301.96
2024-09-30,Sri Traders,3.68,4143.25,15247.16,Moong Dust,3886,946.68
2024-11-13,Balaji & Co,18.6,6099.0,113441.4,Orid Dhall,5728,6900.6
2024-09-29,Balaji & Co,2.65,7077.14,18754.42,Orid Polish,6820,681.42
2024-05-31,Vasanth Stores,14.6,4401.77,64265.84,Moong Dhall,4239,2376.44
2024-08-11,Vasanth Stores,5.59,5784.65,32336.19,Orid Polish,5512,1524.11
2024-10-11,Amman Agencies,3.58,7766.83,27805.25,Toor Dust,7341,1524.47
2024-12-05,Sri Traders,5.25,5730.9,30087.22,Orid Polish,5450,1474.72
2024-08-19,Balaji & Co,23.5,5932.74,139419.39,Orid Dhall,5550,8994.39
2024-05-17,Ganesh Suppliers,7.07,4165.29,29448.6,Moong Dhall,3939,1599.87
2025-02-20,Amman Agencies,1.57,3548.41,5571.0,Moong Dust,3342,324.06
2024-11-28,Sri Traders,11.39,6075.24,69196.98,Orid Dhall,5862,2428.8
2024-11-21,Vasanth Stores,2.15,5548.35,11928.95,Orid Dust,5331,467.3
2024-07-02,Balaji & Co,1.03,6244.99,6432.34,Orid Dust,5947,306.93
2024-04-09,Ganesh Suppliers,7.58,5943.43,45051.2,Orid Dust,5883.15,456.92
2024-07-26,Balaji & Co,9.56,5640.85,53926.53,Orid Polish,5385,2445.93
2024-04-25,Balaji & Co,4.37,6266.91,27386.4,Orid Dhall,5905,1581.55
2024-06-21,Sri Traders,0.67,5349.82,3584.38,Orid Dust,5106,163.36
2025-02-07,Amman Agencies,21.93,7358.24,161366.2,Toor Dhall,7090,5882.5
2024-11-15,Ganesh Suppliers,22.95,6127.83,140633.7,Orid Dhall,5946,4173.0
2024-04-02,Vasanth Stores,2.92,8458.73,24699.49,Toor Dust,8117,997.85
2024-12-14,Sri Traders,15.24,5454.88,83132.37,Orid Dhall,5251,3107.13
2024-05-31,Sri Traders,2.5,6173.31,15433.28,Orid Dust,5798,938.28
2024-07-18,Ganesh Suppliers,4.97,5422.81,26951.37,Orid Dust,5483.1,-299.64
2024-05-26,Sri Traders,3.05,3412.88,10409.28,Moong Dust,3298,350.38
2024-11-13,Amman Agencies,22.41,6823.82,152921.81,Orid Polish,6381,9923.6
2024-06-20,Vasanth Stores,3.37,7102.41,23935.12,Orid Polish,6685,1406.67
2024-04-02,Amman Agencies,2.39,5791.11,13840.75,Orid Polish,5534,614.49
2024-11-21,Ganesh Suppliers,3.95,5586.7,22067.47,Orid Dust,5257,1302.32
2025-02-10,Vasanth Stores,15.01,5596.76,84007.37,Orid Dhall,5300,4454.37
2024-08-31,Balaji & Co,13.4,7357.93,98596.26,Orid Polish,6983,5024.06
2024-04-22,Vasanth Stores,3.41,4432.39,15114.45,Moong Dhall,4287,495.78
2024-04-08,Sri Traders,7.36,8383.61,61703.37,Toor Dust,7928,3353.29
2024-12-25,Ganesh Suppliers,0.35,8064.37,2822.53,Toor Dust,7684,133.13
2024-08-06,Amman Agencies,0.49,5526.81,2708.14,Orid Dust,5268,126.82
2025-01-04,Amman Agencies,3.98,6251.98,24882.88,Orid Dhall,5998,1010.84
2024-11-20,Vasanth Stores,2.21,5915.46,13073.17,Orid Dust,5994.45,-174.56
2024-05-12,Ganesh Suppliers,0.57,6155.02,3508.36,Orid Polish,5849,174.43
2024-12-28,Ganesh Suppliers,5.26,5775.48,30379.02,Orid Polish,5607,886.2
2024-12-15,Vasanth Stores,24.58,6409.22,157538.63,Orid Polish,5993,10230.69
2024-05-30,Balaji & Co,1.37,7074.04,9691.43,Toor Dust,6677,543.94
2024-11-16,Amman Agencies,14.5,6238.99,90465.35,Orid Polish,6032,3001.35
2024-09-30,Balaji & Co,0.76,7497.17,5697.85,Toor Dust,7202,224.33
2024-07-07,Vasanth Stores,4.4,9069.15,39904.26,Toor Dhall,8771,1311.86
2024-08-27,Balaji & Co,1.54,7089.29,10917.51,Toor Dust,6837,388.53
2024-06-24,Sri Traders,1.53,7793.09,11923.43,Toor Dust,7287,774.32
2024-11-02,Balaji & Co,1.69,6211.01,10496.61,Orid Dust,6017,327.88
2024-05-24,Amman Agencies,18.72,3992.0,74730.24,Moong Dhall,3949.05,804.02
2024-05-31,Amman Agencies,2.3,3815.71,8776.13,Moong Dust,3693,282.23
2025-01-22,Vasanth Stores,2.16,5545.16,11977.55,Orid Dust,5352,417.23
2024-06-20,Sri Traders,3.64,4762.3,17334.77,Moong Dhall,4488,998.45
2024-10-07,Amman Agencies,6.64,5831.4,38720.5,Orid Dust,5618,1416.98
2024-08-11,Amman Agencies,1.2,4057.15,4868.58,Moong Dust,3903,184.98
2024-09-14,Sri Traders,21.28,6539.0,139149.92,Orid Polish,6283,5447.68
2024-05-01,Balaji & Co,5.19,8512.53,44180.03,Toor Dust,8184,1705.07
2024-07-21,Sri Traders,20.43,3850.6,78667.76,Moong Dhall,3629,4527.29
2024-09-15,Balaji & Co,0.99,5604.59,5548.54,Orid Dust,5360,242.14
2024-04-13,Vasanth Stores,10.49,4725.93,49575.01,Moong Dhall,4484,2537.85
2024-06-30,Ganesh Suppliers,24.41,6320.12,154274.13,Orid Polish,5953,8961.4
2024-10-25,Amman Agencies,2.68,6135.05,16441.93,Orid Dust,5778,956.89
2024-10-20,Amman Agencies,22.12,7065.57,156290.41,Orid Polish,6835,5100.21
2024-12-15,Balaji & Co,10.75,5248.72,56423.74,Orid Dhall,5054,2093.24
2024-06-20,Vasanth Stores,3.96,6072.04,24045.28,Orid Dust,5687,1524.76
2024-08-18,Vasanth Stores,3.63,8697.06,31570.33,Toor Dhall,8199,1807.96
2025-03-09,Balaji & Co,8.04,5856.34,47084.97,Orid Polish,5478,3041.85
2024-06-22,Amman Agencies,1.29,7596.76,9799.82,Toor Dust,7170,550.52
2024-06-22,Vasanth Stores,2.83,6521.09,18454.68,Toor Dust,6282,676.62
2024-07-09,Ganesh Suppliers,16.13,7193.71,116034.54,Orid Polish,6743,7269.95
2024-07-23,Vasanth Stores,6.73,7583.99,51040.25,Toor Dust,7317,1796.84
2024-09-02,Sri Traders,2.1,8744.56,18363.58,Toor Dust,8399,725.68
2024-07-11,Sri Traders,23.42,6713.2,157223.14,Orid Polish,6346,8599.82
2024-10-07,Vasanth Stores,15.79,4646.62,73370.13,Moong Dhall,4426,3483.59
2024-07-29,Amman Agencies,12.05,3772.73,45461.4,Moong Dhall,3620,1840.4
2024-11-01,Amman Agencies,0.23,4157.2,956.16,Moong Dust,3905,58.01
2024-08-08,Ganesh Suppliers,7.93,4738.42,37575.67,Moong Dhall,4445,2326.82
2024-08-28,Balaji & Co,3.96,8572.87,33948.57,Toor Dust,8108,1840.89
2024-10-26,Vasanth Stores,4.54,6003.06,27253.89,Orid Dust,5637,1661.91
2024-06-29,Ganesh Suppliers,11.66,5921.25,69041.77,Orid Polish,6011.25,-1049.4
2024-07-10,Vasanth Stores,15.33,6073.58,93107.98,Orid Dhall,5812,4010.02
2024-07-11,Amman Agencies,13.9,4178.65,58083.23,Moong Dhall,4195.8,-238.39
