Date,Party Name,Amount,Expense Type,Product
2024-04-23,Amman Agencies,50829.38,Packing,Toor Dhall
2024-05-28,Ganesh Suppliers,59218.65,Salary,Orid Polish
2024-09-19,Balaji & Co,42730.78,Packing,Moong Dust
2024-08-21,Vasanth Stores,44818.37,Office Supplies,Moong Dust
2024-10-21,Sri Traders,29237.81,Packing,Orid Dhall
2024-11-30,Sri Traders,28794.19,Packing,Toor Dust
2024-10-17,Sri Traders,25167.72,Transport,Moong Dust
2024-07-14,Vasanth Stores,68369.25,Transport,Toor Dust
2024-07-19,Amman Agencies,32676.31,Salary,Moong Dust
2024-08-15,Amman Agencies,45570.97,Packing,Moong Dust
2024-06-29,Vasanth Stores,71403.39,Transport,Toor Dhall
2024-04-10,Ganesh Suppliers,45523.94,Packing,Orid Dhall
2024-05-21,Vasanth Stores,51062.68,Transport,Orid Polish
2024-06-25,Ganesh Suppliers,59577.47,Transport,Orid Polish
2024-08-28,Sri Traders,99127.08,Transport,Toor Dhall
2024-06-22,Amman Agencies,47846.59,Salary,Orid Dhall
2024-08-02,Amman Agencies,49115.93,Office Supplies,Moong Dhall
2024-09-23,Ganesh Suppliers,76642.69,Transport,Orid Polish
2024-08-19,Sri Traders,90201.97,Office Supplies,Orid Dhall
2024-08-08,Ganesh Suppliers,63483.42,Maintenance,Moong Dhall
2024-09-16,Ganesh Suppliers,82159.77,Maintenance,Orid Polish
2024-07-03,Balaji & Co,70352.18,Transport,Orid Dhall
2024-04-29,Vasanth Stores,38520.62,Transport,Orid Polish
2024-07-07,Sri Traders,34941.4,Salary,Moong Dhall
2024-10-18,Ganesh Suppliers,39832.47,Office Supplies,Orid Dhall
2024-11-26,Vasanth Stores,39950.2,Packing,Toor Dhall
2024-06-14,Amman Agencies,35439.2,Transport,Moong Dhall
2024-08-04,Sri Traders,45647.91,Transport,Moong Dust
2024-06-21,Vasanth Stores,48701.74,Transport,Orid Dhall
2024-10-21,Sri Traders,49346.01,Salary,Toor Dust
2024-06-24,Amman Agencies,51733.0,Transport,Orid Dhall
2024-07-21,Balaji & Co,55966.58,Transport,Orid Dust
2025-03-05,Ganesh Suppliers,18969.49,Office Supplies,Orid Dust
2024-04-17,Balaji & Co,38374.01,Transport,Orid Dust
2024-12-20,Vasanth Stores,12729.54,Salary,Orid Dhall
2024-07-12,Vasanth Stores,57478.1,Transport,Orid Polish
2024-10-09,Balaji & Co,37499.43,Packing,Orid Dust
2024-04-07,Sri Traders,65948.72,Packing,Toor Dhall
2024-06-15,Ganesh Suppliers,83817.05,Packing,Toor Dhall
2024-06-18,Amman Agencies,39458.41,Transport,Moong Dust
2024-09-10,Amman Agencies,70202.42,Maintenance,Orid Dhall
2024-06-29,Amman Agencies,50114.47,Salary,Orid Dhall
2024-04-26,Amman Agencies,51139.16,Transport,Toor Dust
2025-02-25,Amman Agencies,16825.16,Transport,Moong Dust
2024-08-30,Ganesh Suppliers,100000,Transport,Toor Dhall
2025-03-25,Amman Agencies,26960.83,Transport,Orid Dhall
2024-05-12,Vasanth Stores,60123.81,Salary,Orid Dhall
2024-09-14,Vasanth Stores,100000,Transport,Toor Dhall
2025-03-26,Vasanth Stores,32836.32,Office Supplies,Toor Dhall
2024-07-20,Sri Traders,41175.92,Transport,Moong Dhall
2024-06-03,Ganesh Suppliers,48013.77,Transport,Orid Polish
2024-05-05,Vasanth Stores,52310.92,Packing,Orid Dhall
2024-10-10,Balaji & Co,29869.27,Salary,Orid Polish
2025-03-13,Balaji & Co,22473.28,Packing,Orid Dust
2024-11-24,Amman Agencies,22004.9,Office Supplies,Orid Dhall
2024-09-16,Vasanth Stores,80224.93,Transport,Orid Dhall
2024-09-21,Balaji & Co,68631.98,Packing,Orid Dust
2024-09-24,Ganesh Suppliers,100000,Transport,Toor Dhall
2024-09-07,Vasanth Stores,50830.34,Transport,Moong Dust
2025-01-03,Sri Traders,16634.91,Office Supplies,Toor Dust
2024-11-19,Sri Traders,37434.94,Transport,Toor Dhall
2024-05-28,Balaji & Co,72648.34,Packing,Toor Dust
2024-07-07,Ganesh Suppliers,61762.15,Packing,Orid Polish
2024-05-28,Amman Agencies,56146.74,Transport,Orid Polish
2024-07-06,Balaji & Co,58664.69,Packing,Orid Dhall
2024-08-01,Sri Traders,52499.11,Salary,Moong Dhall
2024-05-04,Amman Agencies,34626.2,Transport,Moong Dhall
2024-08-12,Vasanth Stores,65713.67,Packing,Orid Dhall
2024-04-24,Vasanth Stores,44425.34,Packing,Orid Polish
2024-07-04,Ganesh Suppliers,71811.18,Office Supplies,Orid Polish
2024-08-14,Ganesh Suppliers,55071.63,Transport,Moong Dhall
2024-08-13,Sri Traders,90271.44,Salary,Orid Dust
2024-10-13,Sri Traders,30491.87,Packing,Orid Dust
2024-08-21,Sri Traders,51160.96,Packing,Moong Dust
2024-08-07,Balaji & Co,100000,Salary,Toor Dhall
2024-10-12,Amman Agencies,23030.45,Transport,Moong Dust
2024-11-07,Vasanth Stores,25156.34,Maintenance,Toor Dust
2024-06-20,Ganesh Suppliers,56198.6,Transport,Orid Dust
2024-11-09,Vasanth Stores,23962.73,Office Supplies,Orid Polish
2024-06-26,Balaji & Co,63114.2,Transport,Orid Polish
2024-04-02,Balaji & Co,58079.47,Packing,Toor Dhall
2024-10-06,Ganesh Suppliers,47223.32,Transport,Toor Dust
2024-11-15,Sri Traders,24515.62,Maintenance,Orid Dhall
2024-08-08,Vasanth Stores,78021.97,Salary,Orid Dust
2024-08-20,Ganesh Suppliers,100000,Office Supplies,Orid Polish
2024-08-23,Balaji & Co,54146.56,Transport,Moong Dhall
2024-05-09,Ganesh Suppliers,54203.07,Packing,Orid Dhall
2024-05-19,Vasanth Stores,30394.82,Packing,Moong Dust
2024-04-15,Sri Traders,30390.29,Transport,Moong Dhall
2024-04-20,Balaji & Co,43736.58,Salary,Orid Polish
2024-05-28,Amman Agencies,40770.48,Maintenance,Orid Dust
2024-08-07,Sri Traders,92627.19,Transport,Toor Dhall
2024-10-17,Amman Agencies,42257.15,Maintenance,Toor Dhall
2024-06-23,Vasanth Stores,61624.63,Transport,Orid Dhall
2024-06-18,Sri Traders,84235.85,Office Supplies,Toor Dhall
2024-04-30,Vasanth Stores,30131.8,Packing,Moong Dust
2025-02-26,Vasanth Stores,30563.63,Transport,Orid Dust
2024-09-14,Amman Agencies,72461.44,Maintenance,Toor Dust
2024-08-11,Balaji & Co,70527.91,Packing,Orid Dhall
2024-05-24,Vasanth Stores,35946.89,Transport,Moong Dhall
2024-05-02,Amman Agencies,32090.05,Packing,Moong Dhall
2024-09-10,Sri Traders,84936.57,Transport,Orid Dhall
2024-09-16,Vasanth Stores,82458.02,Packing,Toor Dust
2024-04-26,Ganesh Suppliers,64096.99,Packing,Toor Dust
2024-07-23,Balaji & Co,65550.7,Packing,Orid Dhall
2024-10-19,Amman Agencies,37011.5,Transport,Orid Dhall
2024-09-15,Balaji & Co,90761.49,Maintenance,Orid Polish
2024-06-04,Vasanth Stores,67126.36,Packing,Orid Polish
2024-11-15,Vasanth Stores,13876.39,Transport,Moong Dhall
2024-07-11,Ganesh Suppliers,56437.83,Packing,Orid Dhall
2025-02-23,Vasanth Stores,14956.53,Transport,Moong Dust
2025-02-21,Ganesh Suppliers,37623.96,Packing,Toor Dhall
2024-04-11,Amman Agencies,40435.47,Transport,Orid Dust
2024-05-24,Sri Traders,67448.25,Transport,Toor Dhall
2024-07-13,Amman Agencies,98533.39,Transport,Toor Dhall
2024-06-28,Balaji & Co,55179.72,Transport,Orid Polish
2024-09-16,Sri Traders,79217.25,Transport,Orid Dust
2024-06-03,Amman Agencies,39084.58,Transport,Moong Dhall
2024-09-05,Vasanth Stores,41382.37,Packing,Moong Dust
2024-05-02,Amman Agencies,44418.31,Salary,Orid Dust
2025-01-15,Sri Traders,18772.83,Transport,Toor Dust
2024-10-27,Sri Traders,39077.98,Office Supplies,Orid Dust
2024-08-01,Amman Agencies,100000,Packing,Toor Dhall
2024-09-11,Vasanth Stores,75336.75,Office Supplies,Orid Dust
2024-07-31,Balaji & Co,76673.83,Transport,Toor Dust
2024-05-06,Balaji & Co,49652.99,Maintenance,Orid Polish
2024-06-03,Sri Traders,55004.42,Transport,Orid Dhall
2024-04-22,Balaji & Co,53261.44,Office Supplies,Toor Dhall
2024-04-20,Amman Agencies,30172.48,Packing,Moong Dust
2024-09-11,Balaji & Co,100000,Packing,Toor Dust
2024-04-22,Vasanth Stores,46958.68,Packing,Orid Dust
2024-06-18,Amman Agencies,45729.0,Packing,Orid Dust
2024-08-12,Balaji & Co,87270.08,Office Supplies,Orid Polish
2024-09-14,Balaji & Co,78673.96,Transport,Orid Polish
2024-09-10,Amman Agencies,73375.75,Office Supplies,Orid Dhall
2024-04-16,Balaji & Co,62467.61,Office Supplies,Toor Dust
2024-09-04,Amman Agencies,48011.74,Packing,Moong Dust
2024-10-24,Ganesh Suppliers,34293.91,Salary,Orid Dhall
2024-08-23,Ganesh Suppliers,89548.89,Maintenance,Orid Dust
2024-08-18,Balaji & Co,84668.44,Packing,Orid Polish
2025-02-19,Ganesh Suppliers,24829.1,Packing,Orid Dust
2024-09-09,Ganesh Suppliers,92397.09,Office Supplies,Orid Polish
2024-07-24,Ganesh Suppliers,78006.81,Office Supplies,Orid Polish
2024-06-16,Vasanth Stores,78810.79,Packing,Toor Dhall
2024-05-16,Balaji & Co,40018.72,Salary,Orid Dhall
2024-07-17,Amman Agencies,41371.3,Transport,Moong Dhall
2024-08-13,Ganesh Suppliers,100000,Transport,Toor Dust
2024-05-09,Ganesh Suppliers,37052.46,Office Supplies,Moong Dhall
2024-09-19,Sri Traders,53127.62,Packing,Moong Dhall
2025-01-18,Ganesh Suppliers,6876.97,Packing,Moong Dust
2024-06-13,Sri Traders,31194.28,Packing,Moong Dust
2024-09-23,Vasanth Stores,66794.22,Packing,Orid Polish
2024-07-29,Ganesh Suppliers,30425.69,Transport,Moong Dust
2024-09-26,Ganesh Suppliers,69660.17,Transport,Orid Dhall
2025-01-03,Balaji & Co,13150.87,Transport,Orid Dhall
2024-08-04,Vasanth Stores,47243.63,Packing,Moong Dust
2024-08-11,Balaji & Co,82784.5,Transport,Orid Polish
2024-08-14,Vasanth Stores,48803.31,Transport,Moong Dust
2024-07-14,Sri Traders,84416.98,Transport,Toor Dhall
2025-02-04,Vasanth Stores,22843.55,Packing,Orid Dhall
2024-04-02,Sri Traders,42338.71,Packing,Orid Polish
2024-10-08,Balaji & Co,27187.21,Transport,Moong Dhall
2024-07-09,Sri Traders,39789.17,Salary,Moong Dhall
2024-07-11,Balaji & Co,65396.91,Transport,Orid Polish
2025-02-04,Vasanth Stores,22564.62,Transport,Orid Dust
2024-09-10,Vasanth Stores,69808.79,Packing,Orid Dhall
2024-06-16,Amman Agencies,56893.01,Packing,Orid Dhall
2024-12-27,Sri Traders,10008.3,Transport,Moong Dust
2024-09-20,Ganesh Suppliers,88995.34,Transport,Orid Polish
2025-03-12,Amman Agencies,25406.65,Packing,Orid Dust
2025-03-26,Ganesh Suppliers,13194.36,Packing,Moong Dust
2024-08-21,Amman Agencies,100000,Salary,Toor Dhall
2024-06-13,Amman Agencies,48731.48,Packing,Orid Dust
2024-09-14,Sri Traders,100000,Packing,Toor Dust
2024-08-26,Vasanth Stores,93089.43,Salary,Orid Polish
2024-09-02,Amman Agencies,52582.44,Maintenance,Moong Dhall
2025-02-15,Balaji & Co,18376.86,Transport,Moong Dust
2024-08-24,Balaji & Co,47943.64,Transport,Moong Dust
2024-11-16,Ganesh Suppliers,37603.03,Packing,Toor Dhall
2024-06-18,Balaji & Co,48434.83,Transport,Orid Dust
2025-03-16,Amman Agencies,19734.62,Transport,Moong Dhall
2024-10-02,Amman Agencies,57050.57,Transport,Toor Dhall
2024-09-30,Amman Agencies,48140.67,Transport,Moong Dhall
2024-08-26,Sri Traders,82940.21,Office Supplies,Orid Dust
2024-08-10,Amman Agencies,88422.95,Transport,Orid Dhall
2024-08-08,Sri Traders,80704.83,Packing,Orid Dust
2024-10-07,Balaji & Co,36922.8,Packing,Orid Dust
2024-06-12,Balaji & Co,41304.64,Transport,Moong Dhall
2025-01-13,Amman Agencies,16649.53,Transport,Toor Dust
2024-11-01,Ganesh Suppliers,16294.56,Office Supplies,Moong Dust
2025-03-01,Ganesh Suppliers,30630.33,Transport,Orid Polish
2024-11-11,Sri Traders,25495.26,Transport,Orid Dhall
2024-09-17,Amman Agencies,77202.91,Packing,Orid Dhall
2024-08-06,Amman Agencies,51920.57,Packing,Moong Dhall
2024-05-22,Amman Agencies,56795.13,Transport,Toor Dust
2024-11-09,Vasanth Stores,25076.38,Transport,Orid Dust
2024-04-27,Vasanth Stores,37469.88,Packing,Orid Dust
2024-06-10,Sri Traders,45472.5,Transport,Orid Dust
2024-08-14,Sri Traders,87905.88,Packing,Orid Polish
2024-09-18,Amman Agencies,64919.15,Packing,Orid Polish
2024-12-13,Vasanth Stores,11798.17,Transport,Moong Dhall
2024-09-22,Amman Agencies,82855.62,Packing,Orid Dhall
2024-11-09,Ganesh Suppliers,13912.4,Transport,Moong Dust
2025-03-28,Balaji & Co,22588.12,Office Supplies,Orid Dust
2024-08-05,Vasanth Stores,93487.69,Maintenance,Toor Dust
2024-07-11,Balaji & Co,38813.1,Packing,Moong Dhall
2024-10-11,Sri Traders,22475.2,Transport,Moong Dust
2024-05-21,Vasanth Stores,47419.13,Transport,Orid Dust
2024-09-15,Ganesh Suppliers,79721.93,Transport,Orid Dhall
2025-03-15,Amman Agencies,25058.43,Packing,Orid Dust
2024-07-16,Sri Traders,52235.97,Transport,Orid Dhall
2024-08-14,Balaji & Co,100000,Office Supplies,Toor Dust
2024-10-21,Sri Traders,26798.43,Packing,Moong Dhall
2025-02-27,Ganesh Suppliers,35484.21,Packing,Toor Dust
2024-10-17,Sri Traders,38105.34,Maintenance,Orid Dhall
2024-08-05,Amman Agencies,59861.58,Packing,Moong Dhall
2025-02-16,Balaji & Co,38178.52,Salary,Toor Dust
2024-07-14,Vasanth Stores,59216.79,Packing,Orid Dhall
2025-02-06,Vasanth Stores,32473.18,Transport,Orid Polish
2024-11-11,Amman Agencies,24491.9,Transport,Toor Dust
2025-03-11,Sri Traders,35856.47,Transport,Toor Dust
2024-05-26,Ganesh Suppliers,45554.2,Packing,Orid Dhall
2024-09-15,Amman Agencies,100000,Packing,Toor Dhall
2024-07-08,Amman Agencies,66929.08,Transport,Toor Dust
2024-09-23,Amman Agencies,50963.45,Salary,Moong Dhall
2024-08-03,Amman Agencies,100000,Transport,Toor Dhall
2024-08-06,Sri Traders,98679.76,Packing,Toor Dhall
2024-06-08,Ganesh Suppliers,55409.69,Packing,Orid Polish
2024-10-19,Ganesh Suppliers,24359.89,Salary,Moong Dhall
2025-03-18,Vasanth Stores,21505.65,Transport,Orid Dhall
2024-12-30,Balaji & Co,11974.75,Transport,Moong Dhall
2024-09-10,Sri Traders,45709.93,Transport,Moong Dust
2024-07-23,Sri Traders,55719.59,Transport,Orid Polish
2024-08-03,Amman Agencies,60400.69,Salary,Moong Dhall
2024-09-27,Ganesh Suppliers,46694.72,Packing,Moong Dust
2025-02-18,Sri Traders,38860.46,Transport,Toor Dhall
2024-12-27,Amman Agencies,9069.65,Packing,Moong Dust
2024-09-18,Amman Agencies,100000,Transport,Toor Dhall
2024-11-26,Balaji & Co,22477.67,Packing,Orid Polish
2024-11-08,Amman Agencies,14493.04,Salary,Moong Dust
2024-07-17,Balaji & Co,68046.5,Packing,Orid Polish
2024-07-06,Vasanth Stores,32195.22,Transport,Moong Dust
2025-02-07,Amman Agencies,22543.45,Transport,Orid Dhall
2024-08-29,Sri Traders,100000,Packing,Toor Dhall
2024-10-05,Ganesh Suppliers,50353.63,Transport,Toor Dust
2025-03-29,Vasanth Stores,24898.94,Salary,Orid Dust
2024-12-15,Amman Agencies,8874.27,Packing,Moong Dust
2024-05-26,Vasanth Stores,37947.47,Packing,Moong Dhall
2024-07-06,Sri Traders,75877.83,Packing,Toor Dhall
2025-02-23,Ganesh Suppliers,33680.49,Transport,Toor Dhall
2025-02-18,Sri Traders,27546.7,Packing,Orid Dhall
2024-10-04,Vasanth Stores,34842.84,Transport,Orid Dhall
2024-09-07,Sri Traders,63743.41,Transport,Orid Dust
2024-08-09,Balaji & Co,54443.06,Packing,Moong Dust
2024-08-25,Vasanth Stores,52590.17,Transport,Moong Dust
2024-08-27,Ganesh Suppliers,100000,Salary,Toor Dhall
2024-08-24,Sri Traders,54690.45,Packing,Moong Dust
2024-08-16,Ganesh Suppliers,46357.24,Transport,Moong Dhall
2024-05-19,Sri Traders,64570.56,Packing,Toor Dhall
2025-02-14,Amman Agencies,21989.47,Packing,Moong Dhall
2024-06-02,Ganesh Suppliers,34997.06,Transport,Moong Dust
2025-01-19,Ganesh Suppliers,16083.54,Packing,Toor Dhall
2025-01-10,Vasanth Stores,13547.16,Packing,Orid Dhall
2024-10-30,Balaji & Co,46926.06,Transport,Toor Dhall
2025-02-09,Amman Agencies,27538.94,Salary,Orid Polish
2024-10-01,Amman Agencies,39752.82,Transport,Orid Polish
2024-09-08,Ganesh Suppliers,74000.83,Packing,Orid Polish
2024-08-20,Ganesh Suppliers,93249.05,Salary,Toor Dust
2024-04-23,Amman Agencies,37452.92,Transport,Orid Dhall
2024-08-28,Ganesh Suppliers,100000,Office Supplies,Toor Dust
2024-06-19,Sri Traders,31323.55,Packing,Moong Dust
2024-08-06,Amman Agencies,100000,Transport,Toor Dust
2024-09-10,Amman Agencies,81801.42,Office Supplies,Toor Dhall
2024-04-07,Vasanth Stores,59145.2,Transport,Toor Dhall
2024-04-04,Balaji & Co,30581.34,Packing,Moong Dhall
2024-07-15,Amman Agencies,64346.37,Salary,Orid Polish
2024-04-05,Sri Traders,62058.8,Transport,Toor Dust
2024-10-05,Balaji & Co,38192.24,Office Supplies,Orid Polish
2024-09-01,Sri Traders,69931.51,Transport,Toor Dust
2024-06-30,Sri Traders,74549.28,Packing,Toor Dust
2025-01-08,Vasanth Stores,16092.62,Transport,Toor Dhall
2024-08-14,Balaji & Co,100000,Transport,Toor Dhall
2024-08-30,Ganesh Suppliers,82469.85,Transport,Orid Dust
2024-07-22,Ganesh Suppliers,61063.14,Maintenance,Orid Dust
2024-10-29,Amman Agencies,21717.75,Transport,Moong Dust
2025-03-04,Ganesh Suppliers,29791.8,Transport,Toor Dhall
2024-08-23,Balaji & Co,54643.06,Packing,Moong Dhall
2024-04-30,Amman Agencies,42277.31,Office Supplies,Orid Dust
2024-07-25,Amman Agencies,55698.22,Transport,Orid Dhall
2024-08-04,Amman Agencies,65277.7,Transport,Moong Dhall
2024-04-13,Sri Traders,32910.26,Salary,Orid Dust
2024-08-26,Ganesh Suppliers,83019.02,Transport,Orid Dhall
2024-06-19,Balaji & Co,62668.28,Transport,Orid Dhall
2024-05-09,Sri Traders,52463.12,Transport,Orid Polish
2024-04-09,Balaji & Co,23809.84,Packing,Moong Dust
2024-07-19,Sri Traders,69154.32,Transport,Orid Polish
2025-02-16,Vasanth Stores,40773.83,Packing,Toor Dhall
2024-04-03,Balaji & Co,26934.83,Packing,Moong Dust
2024-09-16,Balaji & Co,73066.47,Transport,Orid Dust
2024-10-14,Vasanth Stores,53299.37,Packing,Toor Dhall
2024-07-16,Balaji & Co,57564.34,Transport,Orid Dhall
2025-02-09,Vasanth Stores,16048.79,Maintenance,Moong Dust
2024-08-29,Ganesh Suppliers,73924.34,Packing,Orid Dust
2024-10-31,Amman Agencies,27252.27,Packing,Moong Dhall
2024-06-20,Balaji & Co,75440.72,Transport,Toor Dhall
2024-08-17,Vasanth Stores,100000,Transport,Orid Dhall
2025-02-16,Vasanth Stores,20645.95,Packing,Moong Dhall
2024-12-12,Amman Agencies,17522.4,Packing,Toor Dust
2025-03-18,Vasanth Stores,18022.83,Office Supplies,Moong Dhall
2024-09-16,Vasanth Stores,84368.03,Packing,Toor Dust
2024-11-10,Balaji & Co,21955.83,Office Supplies,Orid Dust
2024-07-12,Sri Traders,52845.32,Transport,Orid Dhall
2024-05-16,Amman Agencies,42652.93,Packing,Orid Dhall
2024-12-02,Ganesh Suppliers,10270.75,Packing,Moong Dust
2024-04-23,Amman Agencies,58162.16,Office Supplies,Toor Dhall
2024-06-01,Ganesh Suppliers,30788.25,Transport,Moong Dust
2024-12-15,Amman Agencies,19858.73,Packing,Toor Dust
2024-11-27,Vasanth Stores,19924.67,Transport,Orid Dust
2024-04-14,Vasanth Stores,47440.72,Transport,Toor Dust
2024-06-17,Sri Traders,44400.94,Packing,Orid Dust
2024-11-26,Ganesh Suppliers,36066.96,Transport,Toor Dhall
2024-08-24,Vasanth Stores,47235.23,Packing,Moong Dust
2024-07-10,Amman Agencies,60595.17,Transport,Orid Dhall
2025-02-26,Sri Traders,15833.04,Office Supplies,Moong Dust
2024-07-21,Amman Agencies,59195.96,Maintenance,Orid Polish
2024-10-19,Amman Agencies,54871.89,Packing,Toor Dust
2025-03-20,Ganesh Suppliers,30744.82,Transport,Toor Dust
2024-05-29,Balaji & Co,62315.07,Transport,Toor Dust
2024-12-14,Balaji & Co,8447.85,Packing,Moong Dust
2024-07-06,Amman Agencies,36876.68,Transport,Moong Dust
2024-08-05,Vasanth Stores,55963.54,Packing,Moong Dust
2024-06-22,Balaji & Co,52732.73,Transport,Orid Dust
2024-08-27,Sri Traders,95860.4,Maintenance,Orid Polish
2024-05-16,Vasanth Stores,66953.32,Maintenance,Toor Dust
2024-07-16,Amman Agencies,70175.92,Packing,Orid Dhall
2024-06-01,Amman Agencies,52214.44,Maintenance,Orid Dhall
2024-05-22,Balaji & Co,67242.07,Maintenance,Toor Dhall
2024-08-19,Ganesh Suppliers,100000,Packing,Toor Dhall
2024-08-26,Ganesh Suppliers,47558.23,Transport,Moong Dust
2024-10-21,Sri Traders,39972.74,Office Supplies,Toor Dust
2024-06-17,Sri Traders,36812.12,Packing,Moong Dhall
2024-09-23,Ganesh Suppliers,73105.4,Office Supplies,Orid Dhall
2024-06-28,Amman Agencies,62403.86,Packing,Orid Dust
2024-09-03,Amman Agencies,74281.86,Office Supplies,Orid Dhall
2024-05-17,Ganesh Suppliers,48552.27,Packing,Orid Dust
2024-07-04,Amman Agencies,65523.44,Salary,Orid Dust
2024-07-17,Amman Agencies,50926.39,Salary,Orid Dust
2024-06-05,Ganesh Suppliers,55139.05,Salary,Orid Dhall
2024-07-15,Ganesh Suppliers,82623.39,Transport,Toor Dhall
2024-09-19,Amman Agencies,63592.98,Salary,Orid Polish
2024-06-16,Amman Agencies,32846.75,Transport,Moong Dust
2024-07-09,Sri Traders,71427.82,Salary,Toor Dust
2024-06-09,Amman Agencies,27623.35,Packing,Moong Dust
2024-08-18,Sri Traders,85093.38,Transport,Orid Polish
2024-06-09,Sri Traders,62786.93,Office Supplies,Orid Dhall
2024-10-04,Ganesh Suppliers,37040.57,Maintenance,Toor Dust
2024-09-24,Ganesh Suppliers,42506.83,Transport,Moong Dhall
2024-07-07,Amman Agencies,62690.27,Transport,Orid Dhall
2024-09-08,Ganesh Suppliers,84759.72,Transport,Toor Dust
2024-07-12,Balaji & Co,43031.94,Transport,Moong Dhall
2025-02-23,Ganesh Suppliers,32496.91,Packing,Orid Polish
2025-01-04,Vasanth Stores,10822.47,Maintenance,Orid Polish
2025-02-05,Ganesh Suppliers,17226.58,Maintenance,Moong Dhall
2024-07-11,Sri Traders,55438.76,Transport,Orid Dhall
2024-08-04,Ganesh Suppliers,49127.85,Transport,Moong Dhall
2024-09-17,Balaji & Co,71978.98,Packing,Orid Dust
2024-05-17,Ganesh Suppliers,62635.15,Maintenance,Toor Dhall
2024-09-15,Ganesh Suppliers,40849.52,Transport,Moong Dust
2024-06-05,Balaji & Co,61160.3,Office Supplies,Toor Dust
2024-07-19,Ganesh Suppliers,39517.53,Packing,Moong Dhall
2024-06-10,Vasanth Stores,31622.45,Transport,Moong Dust
2024-08-09,Vasanth Stores,78073.17,Packing,Orid Dust
2024-08-14,Amman Agencies,71642.89,Packing,Orid Dust
2024-04-09,Balaji & Co,41150.99,Packing,Orid Polish
2024-05-25,Ganesh Suppliers,55563.16,Packing,Toor Dhall
2025-02-22,Sri Traders,27991.94,Packing,Orid Dust
2024-09-05,Sri Traders,69268.39,Office Supplies,Orid Dust
2024-09-17,Sri Traders,60960.97,Maintenance,Orid Dust
2024-08-19,Sri Traders,83409.9,Transport,Orid Dhall
2024-05-30,Balaji & Co,54684.11,Packing,Toor Dust
2024-12-27,Sri Traders,8413.28,Packing,Moong Dust
2024-09-10,Sri Traders,41162.21,Transport,Moong Dhall
2024-07-10,Vasanth Stores,61776.34,Office Supplies,Orid Polish
2024-11-06,Sri Traders,33131.89,Packing,Toor Dust
2024-08-09,Sri Traders,83662.5,Packing,Orid Dust
2024-07-27,Vasanth Stores,64392.05,Transport,Orid Polish
2024-10-16,Balaji & Co,35348.99,Maintenance,Toor Dust
2024-12-24,Vasanth Stores,11589.49,Salary,Moong Dhall
2024-09-09,Amman Agencies,72424.85,Maintenance,Orid Dhall
2024-05-25,Ganesh Suppliers,30375.49,Transport,Moong Dust
2024-09-10,Amman Agencies,100000,Packing,Toor Dust
2024-07-01,Ganesh Suppliers,81213.51,Transport,Toor Dhall
2025-02-17,Vasanth Stores,30853.32,Transport,Toor Dust
2025-03-01,Sri Traders,33082.43,Transport,Toor Dhall
2025-01-12,Vasanth Stores,7948.9,Transport,Moong Dust
2024-06-02,Balaji & Co,78157.79,Salary,Toor Dhall
2024-09-25,Amman Agencies,84569.9,Office Supplies,Toor Dhall
2024-05-29,Balaji & Co,47042.82,Packing,Orid Dust
2024-07-18,Ganesh Suppliers,39061.92,Maintenance,Moong Dust
2024-08-23,Amman Agencies,100000,Maintenance,Toor Dust
2024-12-10,Ganesh Suppliers,15286.62,Packing,Orid Polish
2024-09-11,Sri Traders,81635.72,Transport,Orid Polish
2024-11-13,Amman Agencies,18200.88,Transport,Moong Dust
2025-02-16,Sri Traders,24185.77,Office Supplies,Orid Dhall
2025-02-10,Ganesh Suppliers,37013.46,Salary,Toor Dhall
2024-06-17,Amman Agencies,54283.16,Packing,Orid Dust
2024-04-03,Balaji & Co,31306.68,Maintenance,Moong Dhall
2024-07-09,Balaji & Co,64460.24,Packing,Orid Dust
2024-09-02,Balaji & Co,48739.6,Transport,Moong Dust
2025-03-19,Vasanth Stores,28308.81,Maintenance,Orid Polish
2024-08-12,Balaji & Co,100000,Salary,Toor Dhall
2024-06-17,Sri Traders,62896.59,Transport,Orid Polish
2024-08-20,Balaji & Co,76853.57,Packing,Orid Polish
2024-12-02,Vasanth Stores,10205.41,Transport,Moong Dhall
2024-04-23,Sri Traders,44138.01,Salary,Orid Dust
2024-05-12,Vasanth Stores,64378.31,Transport,Toor Dust
2024-09-04,Balaji & Co,68912.73,Salary,Orid Polish
2024-05-03,Balaji & Co,37393.07,Transport,Moong Dhall
2024-04-14,Amman Agencies,28274.54,Transport,Moong Dhall
2024-12-05,Balaji & Co,9739.02,Transport,Moong Dhall
2024-10-23,Balaji & Co,46634.32,Transport,Orid Polish
2024-05-31,Amman Agencies,30202.73,Transport,Moong Dust
2024-12-04,Vasanth Stores,8619.5,Transport,Moong Dust
2024-06-08,Ganesh Suppliers,55753.18,Office Supplies,Orid Polish
2024-12-02,Balaji & Co,13711.59,Packing,Orid Dust
2024-05-24,Amman Agencies,54812.49,Transport,Orid Dhall
2025-03-28,Ganesh Suppliers,15499.99,Transport,Moong Dust
2024-12-31,Ganesh Suppliers,21250.92,Packing,Toor Dhall
2024-09-03,Balaji & Co,72756.02,Transport,Orid Dust
2024-10-25,Amman Agencies,24942.7,Packing,Moong Dhall
2024-08-18,Ganesh Suppliers,51635.25,Packing,Moong Dust
